rfc8001.txt,2
rfc8002.txt,1
rfc8003.txt,0
rfc8004.txt,1
rfc8005.txt,2
rfc8006.txt,2
rfc8007.txt,2
rfc8008.txt,2
rfc8009.txt,1
rfc8010.txt,1
rfc8011.txt,5
rfc8012.txt,1
rfc8013.txt,1
rfc8014.txt,1
rfc8015.txt,1
rfc8016.txt,1
rfc8017.txt,2
rfc8018.txt,1
rfc8019.txt,1
rfc8020.txt,1
rfc8021.txt,2
rfc8022.txt,2
rfc8023.txt,1
rfc8024.txt,1
rfc8025.txt,1
rfc8026.txt,1
rfc8027.txt,1
rfc8028.txt,1
rfc8029.txt,3
rfc8030.txt,1
rfc8041.txt,2
rfc8042.txt,1
rfc8043.txt,1
rfc8044.txt,2
rfc8045.txt,1
rfc8046.txt,2
rfc8047.txt,1
rfc8048.txt,2
rfc8049.txt,4
rfc8050.txt,1
rfc8051.txt,1
rfc8052.txt,2
rfc8053.txt,1
rfc8054.txt,2
rfc8055.txt,1
rfc8056.txt,1
rfc8057.txt,1
rfc8058.txt,1
rfc8059.txt,1
rfc8060.txt,1
